number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
21,26375.707184756582,2025-03-17 08:48:35.424387,2025-03-17 08:48:39.819050,0 days 00:00:04.394663,0.2940882328222963,8,12,800,62,COMPLETE
22,27276.485827434237,2025-03-17 08:48:39.819787,2025-03-17 08:48:42.914651,0 days 00:00:03.094864,0.21919672364761897,7,14,900,59,PRUNED
23,28766.1998992486,2025-03-17 08:48:42.915035,2025-03-17 08:48:43.336108,0 days 00:00:00.421073,0.14239469897127627,9,20,600,74,PRUNED
24,26838.43416558294,2025-03-17 08:48:43.336266,2025-03-17 08:48:45.424165,0 days 00:00:02.087899,0.2907309271281314,5,10,800,40,COMPLETE
25,29304.176064809242,2025-03-17 08:48:45.424905,2025-03-17 08:48:45.560765,0 days 00:00:00.135860,0.2819841782530157,6,12,1000,20,PRUNED
26,29725.7199333212,2025-03-17 08:48:45.560910,2025-03-17 08:48:45.876299,0 days 00:00:00.315389,0.21159507045010495,7,10,400,30,PRUNED
27,26427.6037538983,2025-03-17 08:48:45.876454,2025-03-17 08:48:47.445253,0 days 00:00:01.568799,0.1313002494638112,5,13,700,40,COMPLETE
28,64248.52784445795,2025-03-17 08:48:47.445961,2025-03-17 08:48:47.463561,0 days 00:00:00.017600,0.11141817462115645,8,15,700,42,PRUNED
29,27939.577343606205,2025-03-17 08:48:47.463689,2025-03-17 08:48:47.966043,0 days 00:00:00.502354,0.17334078313829077,10,19,900,53,PRUNED
30,47493.540719260425,2025-03-17 08:48:47.966204,2025-03-17 08:48:47.985655,0 days 00:00:00.019451,0.13987456272281257,4,14,600,55,PRUNED
31,26675.024354991903,2025-03-17 08:48:47.985762,2025-03-17 08:48:50.012794,0 days 00:00:02.027032,0.2417752699381749,5,10,800,41,COMPLETE
32,28494.344966246073,2025-03-17 08:48:50.013697,2025-03-17 08:48:50.282162,0 days 00:00:00.268465,0.20730813204494947,6,13,900,38,PRUNED
33,29977.913177210165,2025-03-17 08:48:50.282327,2025-03-17 08:48:50.328916,0 days 00:00:00.046589,0.23844138831493292,5,22,700,27,PRUNED
34,28881.512888899055,2025-03-17 08:48:50.329302,2025-03-17 08:48:50.634834,0 days 00:00:00.305532,0.16230679960064112,7,17,800,93,PRUNED
35,25592.49717508364,2025-03-17 08:48:50.635005,2025-03-17 08:48:51.369725,0 days 00:00:00.734720,0.2240470502026938,3,12,600,46,COMPLETE
36,56100.904039431676,2025-03-17 08:48:51.370276,2025-03-17 08:48:51.384655,0 days 00:00:00.014379,0.18671011488937111,3,20,500,48,PRUNED
37,64763.041361299336,2025-03-17 08:48:51.384749,2025-03-17 08:48:51.397983,0 days 00:00:00.013234,0.11787424777016352,4,24,400,83,PRUNED
38,63263.69419567028,2025-03-17 08:48:51.398098,2025-03-17 08:48:51.410787,0 days 00:00:00.012689,0.1526511324454764,3,28,600,45,PRUNED
39,28738.91816461231,2025-03-17 08:48:51.410873,2025-03-17 08:48:51.544435,0 days 00:00:00.133562,0.24715662473445552,8,12,700,37,PRUNED
40,65933.51098332566,2025-03-17 08:48:51.544551,2025-03-17 08:48:51.557987,0 days 00:00:00.013436,0.08882485545674754,4,15,400,61,PRUNED
41,29064.805845063875,2025-03-17 08:48:51.558070,2025-03-17 08:48:51.663878,0 days 00:00:00.105808,0.24238592032054718,6,11,700,35,PRUNED
42,26257.90290083611,2025-03-17 08:48:51.664015,2025-03-17 08:48:53.565211,0 days 00:00:01.901196,0.19554160936984502,5,13,800,45,COMPLETE
43,55697.62592410698,2025-03-17 08:48:53.565867,2025-03-17 08:48:53.580363,0 days 00:00:00.014496,0.19245469747848784,3,18,600,56,PRUNED
44,29241.823021954766,2025-03-17 08:48:53.580780,2025-03-17 08:48:53.661009,0 days 00:00:00.080229,0.2976870172003707,6,13,500,31,PRUNED
45,64169.57726359925,2025-03-17 08:48:53.661149,2025-03-17 08:48:53.676721,0 days 00:00:00.015572,0.13150485857461042,5,16,800,51,PRUNED
46,67215.79634324933,2025-03-17 08:48:53.676808,2025-03-17 08:48:53.695668,0 days 00:00:00.018860,0.06919359830208341,7,21,100,77,PRUNED
47,55146.894327737165,2025-03-17 08:48:53.695779,2025-03-17 08:48:53.711577,0 days 00:00:00.015798,0.17798026833100916,4,25,700,44,PRUNED
48,26890.252082640218,2025-03-17 08:48:53.711670,2025-03-17 08:48:54.207738,0 days 00:00:00.496068,0.2653488488856052,8,14,1000,67,PRUNED
49,70640.90678252904,2025-03-17 08:48:54.207911,2025-03-17 08:48:54.227118,0 days 00:00:00.019207,0.010775925816428632,9,18,800,46,PRUNED
50,31514.135555727284,2025-03-17 08:48:54.227231,2025-03-17 08:48:54.252030,0 days 00:00:00.024799,0.2150014931842488,3,16,900,63,PRUNED
51,25569.150610060136,2025-03-17 08:48:54.252132,2025-03-17 08:48:56.033707,0 days 00:00:01.781575,0.23997046660142007,5,10,700,40,COMPLETE
52,27663.023425150564,2025-03-17 08:48:56.034344,2025-03-17 08:48:56.273894,0 days 00:00:00.239550,0.22097604372313207,6,12,700,37,PRUNED
53,62543.715696675885,2025-03-17 08:48:56.274057,2025-03-17 08:48:56.289889,0 days 00:00:00.015832,0.16206868030664803,5,11,600,32,PRUNED
54,27985.22017334572,2025-03-17 08:48:56.289981,2025-03-17 08:48:56.398205,0 days 00:00:00.108224,0.2631726891266488,5,13,700,50,PRUNED
55,68602.41888011775,2025-03-17 08:48:56.398339,2025-03-17 08:48:56.424373,0 days 00:00:00.026034,0.041790060350128326,12,15,800,100,PRUNED
56,60890.96766787379,2025-03-17 08:48:56.424473,2025-03-17 08:48:56.438631,0 days 00:00:00.014158,0.19799275733343974,4,11,500,25,PRUNED
57,28849.439494860126,2025-03-17 08:48:56.438731,2025-03-17 08:48:56.510438,0 days 00:00:00.071707,0.2723992806186196,6,31,600,57,PRUNED
58,28653.826689809084,2025-03-17 08:48:56.510569,2025-03-17 08:48:56.656606,0 days 00:00:00.146037,0.23706995482147952,7,10,900,91,PRUNED
59,65879.98928630995,2025-03-17 08:48:56.656752,2025-03-17 08:48:56.671205,0 days 00:00:00.014453,0.10194517330032123,4,13,1000,35,PRUNED
60,62921.58844453495,2025-03-17 08:48:56.671292,2025-03-17 08:48:56.691266,0 days 00:00:00.019974,0.1516093780780861,10,17,800,52,PRUNED
61,26302.74664604623,2025-03-17 08:48:56.691375,2025-03-17 08:48:58.784864,0 days 00:00:02.093489,0.29769910727331217,5,10,800,42,COMPLETE
62,27065.634307400494,2025-03-17 08:48:58.785513,2025-03-17 08:48:58.973008,0 days 00:00:00.187495,0.29583731466823393,5,12,700,40,PRUNED
63,28156.05430417151,2025-03-17 08:48:58.973463,2025-03-17 08:48:59.110404,0 days 00:00:00.136941,0.2151095567002491,6,14,900,47,PRUNED
64,31513.988104189997,2025-03-17 08:48:59.110552,2025-03-17 08:48:59.133748,0 days 00:00:00.023196,0.2590428045147232,3,10,800,70,PRUNED
65,28251.337470972197,2025-03-17 08:48:59.133867,2025-03-17 08:48:59.236147,0 days 00:00:00.102280,0.298518016978455,5,11,700,43,PRUNED
66,62163.250200226896,2025-03-17 08:48:59.236288,2025-03-17 08:48:59.252617,0 days 00:00:00.016329,0.17713024157106355,4,42,800,28,PRUNED
67,28812.951316993258,2025-03-17 08:48:59.252726,2025-03-17 08:48:59.362709,0 days 00:00:00.109983,0.22524375135821414,7,15,600,40,PRUNED
68,60513.60793451472,2025-03-17 08:48:59.362847,2025-03-17 08:48:59.381932,0 days 00:00:00.019085,0.19415334356282782,6,12,900,80,PRUNED
69,70023.03954507994,2025-03-17 08:48:59.382045,2025-03-17 08:48:59.399279,0 days 00:00:00.017234,0.02299775055336105,5,10,700,38,PRUNED
70,29405.380716294854,2025-03-17 08:48:59.399384,2025-03-17 08:48:59.441929,0 days 00:00:00.042545,0.26343773684590766,4,14,1000,54,PRUNED
71,29464.82258978805,2025-03-17 08:48:59.442028,2025-03-17 08:48:59.505005,0 days 00:00:00.062977,0.22800514332938385,5,11,200,42,PRUNED
72,26227.537962464932,2025-03-17 08:48:59.505115,2025-03-17 08:49:01.547337,0 days 00:00:02.042222,0.25201020348644865,5,10,800,34,COMPLETE
73,26373.73118634069,2025-03-17 08:49:01.548265,2025-03-17 08:49:03.158753,0 days 00:00:01.610488,0.2713325696274227,4,13,800,34,COMPLETE
74,25007.56651644753,2025-03-17 08:49:03.159407,2025-03-17 08:49:04.595778,0 days 00:00:01.436371,0.2709469227568133,4,12,800,33,COMPLETE
75,50955.073557211435,2025-03-17 08:49:04.596597,2025-03-17 08:49:04.611950,0 days 00:00:00.015353,0.2649493349884317,3,16,800,21,PRUNED
76,58506.92417872636,2025-03-17 08:49:04.612070,2025-03-17 08:49:04.626782,0 days 00:00:00.014712,0.24611321568635625,4,13,900,34,PRUNED
77,60680.07373965006,2025-03-17 08:49:04.626890,2025-03-17 08:49:04.641654,0 days 00:00:00.014764,0.20391419152407345,3,10,800,30,PRUNED
78,25833.412170987194,2025-03-17 08:49:04.641749,2025-03-17 08:49:06.304914,0 days 00:00:01.663165,0.28010856845567234,4,11,900,33,COMPLETE
79,58505.26251028994,2025-03-17 08:49:06.305764,2025-03-17 08:49:06.323320,0 days 00:00:00.017556,0.2337674322947789,14,11,1000,28,PRUNED
80,62273.27052141198,2025-03-17 08:49:06.323430,2025-03-17 08:49:06.338390,0 days 00:00:00.014960,0.17097768308048125,4,12,900,45,PRUNED
81,29593.61151470502,2025-03-17 08:49:06.338478,2025-03-17 08:49:06.367897,0 days 00:00:00.029419,0.27572579482339243,4,14,800,33,PRUNED
82,29910.34229591294,2025-03-17 08:49:06.368003,2025-03-17 08:49:06.411187,0 days 00:00:00.043184,0.27864593319316877,5,10,900,36,PRUNED
83,58526.36585823781,2025-03-17 08:49:06.411298,2025-03-17 08:49:06.425412,0 days 00:00:00.014114,0.24769353243203032,3,13,900,39,PRUNED
84,59486.609746340684,2025-03-17 08:49:06.425526,2025-03-17 08:49:06.440554,0 days 00:00:00.015028,0.20002797083564242,4,15,800,25,PRUNED
85,27435.571420653938,2025-03-17 08:49:06.440645,2025-03-17 08:49:06.557368,0 days 00:00:00.116723,0.29962248086607074,5,11,800,31,PRUNED
86,59751.43191564652,2025-03-17 08:49:06.557517,2025-03-17 08:49:06.572438,0 days 00:00:00.014921,0.22846297315312972,3,36,1000,49,PRUNED
87,68856.96192264395,2025-03-17 08:49:06.572554,2025-03-17 08:49:06.587010,0 days 00:00:00.014456,0.04937921239887868,4,46,900,33,PRUNED
88,70445.4348626969,2025-03-17 08:49:06.587116,2025-03-17 08:49:06.604389,0 days 00:00:00.017273,0.01527932614852653,5,17,700,36,PRUNED
89,61223.226240661505,2025-03-17 08:49:06.604495,2025-03-17 08:49:06.622331,0 days 00:00:00.017836,0.18278770513392742,6,12,800,29,PRUNED
90,38179.17872400669,2025-03-17 08:49:06.622428,2025-03-17 08:49:06.643557,0 days 00:00:00.021129,0.26049194915402607,4,19,900,43,PRUNED
91,27569.738312556696,2025-03-17 08:49:06.643671,2025-03-17 08:49:06.806107,0 days 00:00:00.162436,0.2785227506753269,6,13,800,87,PRUNED
92,59896.18552292393,2025-03-17 08:49:06.806265,2025-03-17 08:49:06.823479,0 days 00:00:00.017214,0.2137420173510892,5,11,700,23,PRUNED
93,26092.0860213331,2025-03-17 08:49:06.823593,2025-03-17 08:49:08.267930,0 days 00:00:01.444337,0.25074449480928995,4,12,800,37,COMPLETE
94,35262.7698715848,2025-03-17 08:49:08.268887,2025-03-17 08:49:08.294223,0 days 00:00:00.025336,0.24820481306829312,4,14,800,38,PRUNED
95,60545.920688228085,2025-03-17 08:49:08.294320,2025-03-17 08:49:08.308712,0 days 00:00:00.014392,0.20661136264387578,3,10,700,34,PRUNED
96,26222.708679507065,2025-03-17 08:49:08.308827,2025-03-17 08:49:10.209243,0 days 00:00:01.900416,0.27982385779219277,5,15,800,41,COMPLETE
97,58996.11440534002,2025-03-17 08:49:10.210096,2025-03-17 08:49:10.228119,0 days 00:00:00.018023,0.22998542783958198,5,11,1000,41,PRUNED
98,42646.293855861564,2025-03-17 08:49:10.228231,2025-03-17 08:49:10.255170,0 days 00:00:00.026939,0.2477743817000077,5,16,900,46,PRUNED
99,27723.353061984784,2025-03-17 08:49:10.255282,2025-03-17 08:49:10.393045,0 days 00:00:00.137763,0.2865053231563603,6,12,800,38,PRUNED
