number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
23,29091.569465694996,2025-03-17 08:29:04.698520,2025-03-17 08:29:04.800577,0 days 00:00:00.102057,0.2804113123903941,11,45,200,93,PRUNED
24,29305.56713403619,2025-03-17 08:29:04.800692,2025-03-17 08:29:04.969050,0 days 00:00:00.168358,0.20288762329192522,12,21,300,81,PRUNED
25,65128.88085303787,2025-03-17 08:29:04.969193,2025-03-17 08:29:04.986519,0 days 00:00:00.017326,0.1089218585718924,8,37,800,57,PRUNED
26,69244.2894309521,2025-03-17 08:29:04.986610,2025-03-17 08:29:05.001634,0 days 00:00:00.015024,0.040179873418158776,10,47,500,69,PRUNED
27,67683.01405836632,2025-03-17 08:29:05.001711,2025-03-17 08:29:05.017852,0 days 00:00:00.016141,0.064225393021069,7,11,400,41,PRUNED
28,70688.91850002289,2025-03-17 08:29:05.017933,2025-03-17 08:29:05.035564,0 days 00:00:00.017631,0.010059525149202506,12,31,100,91,PRUNED
29,33927.8080895398,2025-03-17 08:29:05.035655,2025-03-17 08:29:05.087033,0 days 00:00:00.051378,0.19688390708455886,9,43,700,77,PRUNED
30,69938.56212622978,2025-03-17 08:29:05.087145,2025-03-17 08:29:05.101137,0 days 00:00:00.013992,0.0245565063667028,5,39,600,62,PRUNED
31,28905.321250363377,2025-03-17 08:29:05.101244,2025-03-17 08:29:07.407191,0 days 00:00:02.305947,0.28926548236799643,10,34,700,29,COMPLETE
32,28767.411050666775,2025-03-17 08:29:07.407708,2025-03-17 08:29:10.423410,0 days 00:00:03.015702,0.2908519800917063,10,34,800,31,COMPLETE
33,28579.881507089885,2025-03-17 08:29:10.423946,2025-03-17 08:29:10.562247,0 days 00:00:00.138301,0.2658829750446117,10,28,800,30,PRUNED
34,28700.867055764527,2025-03-17 08:29:10.562408,2025-03-17 08:29:13.374618,0 days 00:00:02.812210,0.23805276112311177,11,34,800,35,COMPLETE
35,59079.918677513386,2025-03-17 08:29:13.375218,2025-03-17 08:29:13.392667,0 days 00:00:00.017449,0.21774700598040264,11,36,900,39,PRUNED
36,61387.16413886608,2025-03-17 08:29:13.392789,2025-03-17 08:29:13.410483,0 days 00:00:00.017694,0.17163928559170893,13,32,800,49,PRUNED
37,59659.38276453828,2025-03-17 08:29:13.410562,2025-03-17 08:29:13.425774,0 days 00:00:00.015212,0.2368756403648567,9,48,1000,34,PRUNED
38,64090.5445380623,2025-03-17 08:29:13.425887,2025-03-17 08:29:13.443338,0 days 00:00:00.017451,0.1229868005640556,12,22,900,42,PRUNED
39,29420.783482839393,2025-03-17 08:29:13.443446,2025-03-17 08:29:16.589444,0 days 00:00:03.145998,0.22638626377383878,14,35,800,25,COMPLETE
40,29853.50052201391,2025-03-17 08:29:16.590435,2025-03-17 08:29:16.634947,0 days 00:00:00.044512,0.29758930983437404,8,43,700,21,PRUNED
41,28976.415078971677,2025-03-17 08:29:16.635070,2025-03-17 08:29:18.957193,0 days 00:00:02.322123,0.29862689366566547,10,33,700,29,COMPLETE
42,58342.36892081653,2025-03-17 08:29:18.957694,2025-03-17 08:29:18.975546,0 days 00:00:00.017852,0.24094881377479418,11,39,900,35,PRUNED
43,63507.56204628093,2025-03-17 08:29:18.975669,2025-03-17 08:29:18.993004,0 days 00:00:00.017335,0.13390037055896006,9,34,600,45,PRUNED
44,61011.70728533928,2025-03-17 08:29:18.993093,2025-03-17 08:29:19.008146,0 days 00:00:00.015053,0.17931737836362033,10,28,800,27,PRUNED
45,28712.54822983753,2025-03-17 08:29:19.008226,2025-03-17 08:29:21.412837,0 days 00:00:02.404611,0.2519773497191365,11,40,700,32,COMPLETE
46,62251.641570387495,2025-03-17 08:29:21.413329,2025-03-17 08:29:21.430530,0 days 00:00:00.017201,0.16822226713199198,12,41,900,34,PRUNED
47,69680.87284622906,2025-03-17 08:29:21.430625,2025-03-17 08:29:21.448516,0 days 00:00:00.017891,0.028068558175943246,11,37,600,39,PRUNED
48,66451.02300697875,2025-03-17 08:29:21.448613,2025-03-17 08:29:21.465017,0 days 00:00:00.016404,0.09060470233853468,13,43,500,56,PRUNED
49,69295.51955411134,2025-03-17 08:29:21.465102,2025-03-17 08:29:21.481137,0 days 00:00:00.016035,0.03914009423844442,11,49,700,45,PRUNED
