number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
13,29026.810024349365,2025-03-17 08:45:19.487728,2025-03-17 08:45:20.228341,0 days 00:00:00.740613,0.1250210992838063,5,28,400,98,COMPLETE
14,67099.27923973906,2025-03-17 08:45:20.228791,2025-03-17 08:45:20.246930,0 days 00:00:00.018139,0.07207316011230942,11,24,800,59,PRUNED
15,69767.66504400935,2025-03-17 08:45:20.247026,2025-03-17 08:45:20.261980,0 days 00:00:00.014954,0.026360272815049747,6,36,600,40,PRUNED
16,27583.190130456325,2025-03-17 08:45:20.262099,2025-03-17 08:45:26.507426,0 days 00:00:06.245327,0.13945745806652957,15,10,900,80,COMPLETE
17,27646.966193387692,2025-03-17 08:45:26.508236,2025-03-17 08:45:30.457648,0 days 00:00:03.949412,0.16711725098190555,14,10,600,79,COMPLETE
18,27676.277699689243,2025-03-17 08:45:30.458380,2025-03-17 08:45:33.046271,0 days 00:00:02.587891,0.13262064746269364,15,14,400,72,COMPLETE
19,29022.30602839615,2025-03-17 08:45:33.046744,2025-03-17 08:45:33.196974,0 days 00:00:00.150230,0.2070802457166159,11,20,700,32,PRUNED
20,66285.08701939305,2025-03-17 08:45:33.197102,2025-03-17 08:45:33.215391,0 days 00:00:00.018289,0.08911296417594435,12,10,900,58,PRUNED
21,27495.468142803304,2025-03-17 08:45:33.215502,2025-03-17 08:45:37.466563,0 days 00:00:04.251061,0.17363301802236816,15,10,600,82,COMPLETE
22,28433.494638235294,2025-03-17 08:45:37.467068,2025-03-17 08:45:38.932661,0 days 00:00:01.465593,0.15884493477891348,15,15,400,85,PRUNED
23,26927.450546784738,2025-03-17 08:45:38.932858,2025-03-17 08:45:42.846678,0 days 00:00:03.913820,0.28805047136066647,14,13,600,76,COMPLETE
24,29785.610091590028,2025-03-17 08:45:42.847188,2025-03-17 08:45:42.978826,0 days 00:00:00.131638,0.2858668047048644,13,18,600,51,PRUNED
25,28815.360612640172,2025-03-17 08:45:42.978966,2025-03-17 08:45:43.108437,0 days 00:00:00.129471,0.20993532224551417,8,23,500,74,PRUNED
26,65815.13815804134,2025-03-17 08:45:43.108568,2025-03-17 08:45:43.128530,0 days 00:00:00.019962,0.09668852559040166,14,13,600,64,PRUNED
27,67962.51375650826,2025-03-17 08:45:43.128883,2025-03-17 08:45:43.150724,0 days 00:00:00.021841,0.059170624006730795,11,17,300,91,PRUNED
28,29149.734823294897,2025-03-17 08:45:43.150809,2025-03-17 08:45:43.324205,0 days 00:00:00.173396,0.2467287933962556,14,21,700,77,PRUNED
29,24875.67336752402,2025-03-17 08:45:43.324335,2025-03-17 08:45:47.495082,0 days 00:00:04.170747,0.17871564385480676,12,13,800,91,COMPLETE
30,65123.41481563454,2025-03-17 08:45:47.495759,2025-03-17 08:45:47.514362,0 days 00:00:00.018603,0.10558471112963459,12,29,800,92,PRUNED
31,27859.561252851912,2025-03-17 08:45:47.514467,2025-03-17 08:45:49.398740,0 days 00:00:01.884273,0.1700871702872696,14,12,500,92,PRUNED
32,28610.188064809885,2025-03-17 08:45:49.398955,2025-03-17 08:45:49.645895,0 days 00:00:00.246940,0.18062732174796897,13,14,800,82,PRUNED
33,26329.56045977082,2025-03-17 08:45:49.646027,2025-03-17 08:45:52.975017,0 days 00:00:03.328990,0.22297387185435694,12,12,600,90,COMPLETE
34,29410.34565381434,2025-03-17 08:45:52.975639,2025-03-17 08:45:53.108356,0 days 00:00:00.132717,0.22834416721286968,10,21,700,100,PRUNED
35,29116.299820345143,2025-03-17 08:45:53.108500,2025-03-17 08:45:53.268589,0 days 00:00:00.160089,0.261093424476301,12,18,400,93,PRUNED
36,66903.98019492578,2025-03-17 08:45:53.268731,2025-03-17 08:45:53.293419,0 days 00:00:00.024688,0.07752351229903637,10,16,300,87,PRUNED
37,63464.77030120941,2025-03-17 08:45:53.293537,2025-03-17 08:45:53.309154,0 days 00:00:00.015617,0.14022629352318267,12,13,700,33,PRUNED
38,29255.067679532407,2025-03-17 08:45:53.309284,2025-03-17 08:45:53.416470,0 days 00:00:00.107186,0.296416089235245,9,19,500,65,PRUNED
39,30015.369251107364,2025-03-17 08:45:53.416596,2025-03-17 08:45:53.450616,0 days 00:00:00.034020,0.19745987358283792,4,44,1000,54,PRUNED
40,68157.12105665008,2025-03-17 08:45:53.450745,2025-03-17 08:45:53.469148,0 days 00:00:00.018403,0.05333531470929155,13,32,900,87,PRUNED
41,29072.60309425478,2025-03-17 08:45:53.469244,2025-03-17 08:45:53.674571,0 days 00:00:00.205327,0.16203814110205025,15,11,600,75,PRUNED
42,28508.10468985261,2025-03-17 08:45:53.674701,2025-03-17 08:45:53.912377,0 days 00:00:00.237676,0.24154466449300832,14,15,600,82,PRUNED
43,64942.37990904301,2025-03-17 08:45:53.912510,2025-03-17 08:45:53.939841,0 days 00:00:00.027331,0.11267470748254188,13,11,500,95,PRUNED
44,30957.647162731315,2025-03-17 08:45:53.939962,2025-03-17 08:45:53.965674,0 days 00:00:00.025712,0.1933737664797254,3,13,700,20,PRUNED
45,70256.64504402872,2025-03-17 08:45:53.965784,2025-03-17 08:45:53.987615,0 days 00:00:00.021831,0.018044269166642864,9,16,400,70,PRUNED
46,26331.20301070312,2025-03-17 08:45:53.987725,2025-03-17 08:45:57.982441,0 days 00:00:03.994716,0.14828908247927225,15,12,600,89,COMPLETE
47,57211.645724932794,2025-03-17 08:45:57.983166,2025-03-17 08:45:58.005379,0 days 00:00:00.022213,0.14470220382590387,6,27,100,87,PRUNED
48,27417.335384028855,2025-03-17 08:45:58.005481,2025-03-17 08:46:02.413996,0 days 00:00:04.408515,0.26096574231932845,11,12,800,89,COMPLETE
49,70610.38435817382,2025-03-17 08:46:02.414795,2025-03-17 08:46:02.433501,0 days 00:00:00.018706,0.010488568340191465,7,15,500,42,PRUNED
