number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
15,29457.077103592786,2025-03-17 07:58:40.037927,2025-03-17 07:58:40.100230,0 days 00:00:00.062303,0.18163825805481204,3,16,300,46,PRUNED
16,28992.39712708885,2025-03-17 07:58:40.100369,2025-03-17 07:58:40.416466,0 days 00:00:00.316097,0.08567351040798615,9,25,200,79,PRUNED
17,28183.500927797435,2025-03-17 07:58:40.416607,2025-03-17 07:58:43.158155,0 days 00:00:02.741548,0.19804816867555686,11,15,600,53,COMPLETE
18,28299.318488805184,2025-03-17 07:58:43.158629,2025-03-17 07:58:43.864213,0 days 00:00:00.705584,0.10039517761194688,7,31,300,72,COMPLETE
19,29417.26191474259,2025-03-17 07:58:43.864598,2025-03-17 07:58:43.898912,0 days 00:00:00.034314,0.2135649949594727,3,50,100,38,PRUNED
20,70678.53502491541,2025-03-17 07:58:43.899039,2025-03-17 07:58:43.912326,0 days 00:00:00.013287,0.010363431800058744,5,20,300,66,PRUNED
21,67109.91475780694,2025-03-17 07:58:43.912421,2025-03-17 07:58:43.926120,0 days 00:00:00.013699,0.07631667876879855,5,13,500,31,PRUNED
22,68902.27877360953,2025-03-17 07:58:43.926206,2025-03-17 07:58:43.941648,0 days 00:00:00.015442,0.04239515233225879,6,13,400,38,PRUNED
23,29835.365101004812,2025-03-17 07:58:43.941733,2025-03-17 07:58:43.990724,0 days 00:00:00.048991,0.14888317921729663,4,10,200,37,PRUNED
24,27088.8599622539,2025-03-17 07:58:43.990827,2025-03-17 07:58:45.189897,0 days 00:00:01.199070,0.23590893770715063,9,14,300,53,COMPLETE
25,29590.036095745163,2025-03-17 07:58:45.190264,2025-03-17 07:58:45.316417,0 days 00:00:00.126153,0.2381691867998791,9,24,300,54,PRUNED
26,28798.021757025534,2025-03-17 07:58:45.316574,2025-03-17 07:58:45.515694,0 days 00:00:00.199120,0.2472310912861688,11,17,100,82,PRUNED
27,28179.178288926105,2025-03-17 07:58:45.515840,2025-03-17 07:58:46.291607,0 days 00:00:00.775767,0.16086717534795153,12,34,200,52,COMPLETE
28,58159.02263846379,2025-03-17 07:58:46.291946,2025-03-17 07:58:46.320515,0 days 00:00:00.028569,0.11992514882025586,9,20,500,65,PRUNED
29,26520.914299214983,2025-03-17 07:58:46.320613,2025-03-17 07:58:47.687648,0 days 00:00:01.367035,0.24326303977389252,7,14,400,58,COMPLETE
30,29666.838194151955,2025-03-17 07:58:47.688082,2025-03-17 07:58:47.785633,0 days 00:00:00.097551,0.18024085494840952,7,26,700,59,PRUNED
31,26618.001405535564,2025-03-17 07:58:47.785775,2025-03-17 07:58:49.331657,0 days 00:00:01.545882,0.24910886957487657,8,14,400,63,COMPLETE
32,28699.31626223444,2025-03-17 07:58:49.332051,2025-03-17 07:58:49.475491,0 days 00:00:00.143440,0.2959550849447028,8,18,400,99,PRUNED
33,26865.303130101947,2025-03-17 07:58:49.475626,2025-03-17 07:58:50.806483,0 days 00:00:01.330857,0.22306825484286424,6,12,400,89,COMPLETE
34,64692.74992328833,2025-03-17 07:58:50.806876,2025-03-17 07:58:50.829020,0 days 00:00:00.022144,0.1125948761487976,10,21,600,62,PRUNED
35,61445.603367018244,2025-03-17 07:58:50.829115,2025-03-17 07:58:50.850139,0 days 00:00:00.021024,0.15618281610948323,8,15,500,72,PRUNED
36,25724.46029131008,2025-03-17 07:58:50.850240,2025-03-17 07:58:51.384886,0 days 00:00:00.534646,0.2497581837388,4,12,300,83,COMPLETE
37,60989.727670018205,2025-03-17 07:58:51.385277,2025-03-17 07:58:51.397941,0 days 00:00:00.012664,0.18626393536792685,4,18,200,94,PRUNED
38,50264.40999881151,2025-03-17 07:58:51.398050,2025-03-17 07:58:51.412251,0 days 00:00:00.014201,0.2705286756198242,3,12,300,84,PRUNED
39,60048.24663950987,2025-03-17 07:58:51.412361,2025-03-17 07:58:51.425710,0 days 00:00:00.013349,0.20354070070252445,4,29,1000,91,PRUNED
40,69538.0574653908,2025-03-17 07:58:51.425799,2025-03-17 07:58:51.440573,0 days 00:00:00.014774,0.029806778567310153,5,23,100,85,PRUNED
41,28597.6526228733,2025-03-17 07:58:51.440690,2025-03-17 07:58:51.537928,0 days 00:00:00.097238,0.26737765213417397,6,11,400,95,PRUNED
42,26530.796320737267,2025-03-17 07:58:51.538045,2025-03-17 07:58:52.234519,0 days 00:00:00.696474,0.24080093507620737,5,15,300,42,COMPLETE
43,62221.87328640831,2025-03-17 07:58:52.234902,2025-03-17 07:58:52.249808,0 days 00:00:00.014906,0.16833735611245318,5,16,300,42,PRUNED
44,59409.61218212358,2025-03-17 07:58:52.249916,2025-03-17 07:58:52.263279,0 days 00:00:00.013363,0.21607808289825292,4,19,200,57,PRUNED
45,70079.30387299623,2025-03-17 07:58:52.263364,2025-03-17 07:58:52.275998,0 days 00:00:00.012634,0.02239161805864919,3,10,500,35,PRUNED
46,63865.665890417404,2025-03-17 07:58:52.276130,2025-03-17 07:58:52.291237,0 days 00:00:00.015107,0.13544788283795872,6,12,300,22,PRUNED
47,65330.782204543815,2025-03-17 07:58:52.291336,2025-03-17 07:58:52.304746,0 days 00:00:00.013410,0.0990052557593817,4,15,200,27,PRUNED
48,27827.72219273327,2025-03-17 07:58:52.304859,2025-03-17 07:58:52.434657,0 days 00:00:00.129798,0.2698781512341069,5,39,400,46,PRUNED
49,68089.56016389819,2025-03-17 07:58:52.434811,2025-03-17 07:58:52.447720,0 days 00:00:00.012909,0.0597931419463963,3,18,100,42,PRUNED
