number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
48,15553.18842337931,2025-03-17 10:56:53.060749,2025-03-17 10:56:53.446304,0 days 00:00:00.385555,0.21724730614003512,13,45,100,53,PRUNED
49,14734.875884866524,2025-03-17 10:56:53.446449,2025-03-17 10:56:54.696958,0 days 00:00:01.250509,0.14922981420528547,15,48,200,41,COMPLETE
50,50282.91163598472,2025-03-17 10:56:54.697251,2025-03-17 10:56:54.739863,0 days 00:00:00.042612,0.09978679276627711,14,49,200,42,PRUNED
51,15048.987724110919,2025-03-17 10:56:54.739992,2025-03-17 10:56:55.988231,0 days 00:00:01.248239,0.13960514433032475,15,48,200,40,COMPLETE
52,15233.892131990056,2025-03-17 10:56:55.988673,2025-03-17 10:56:56.649974,0 days 00:00:00.661301,0.14852568953446368,15,46,100,29,COMPLETE
53,14965.626088512863,2025-03-17 10:56:56.650253,2025-03-17 10:56:57.911492,0 days 00:00:01.261239,0.19984089082744408,13,50,200,57,COMPLETE
54,15867.73866417648,2025-03-17 10:56:57.911814,2025-03-17 10:56:58.121820,0 days 00:00:00.210006,0.21007461339226757,11,50,200,57,PRUNED
55,14801.71158244242,2025-03-17 10:56:58.121981,2025-03-17 10:56:59.791502,0 days 00:00:01.669521,0.20725627687558693,12,48,300,66,COMPLETE
56,15373.916284413783,2025-03-17 10:56:59.791853,2025-03-17 10:57:01.695785,0 days 00:00:01.903932,0.2067508393607012,13,44,300,66,COMPLETE
57,16016.526135769669,2025-03-17 10:57:01.696114,2025-03-17 10:57:01.892544,0 days 00:00:00.196430,0.29678279781057043,12,38,100,48,PRUNED
58,14883.153837325424,2025-03-17 10:57:01.892684,2025-03-17 10:57:03.932519,0 days 00:00:02.039835,0.2355044255569017,14,46,300,63,COMPLETE
59,14968.767740792746,2025-03-17 10:57:03.932891,2025-03-17 10:57:06.002109,0 days 00:00:02.069218,0.24460427755277045,15,46,300,70,COMPLETE
60,15344.79677405627,2025-03-17 10:57:06.002461,2025-03-17 10:57:07.176718,0 days 00:00:01.174257,0.17057331722995778,14,42,300,62,PRUNED
61,14807.6926129864,2025-03-17 10:57:07.176907,2025-03-17 10:57:07.811178,0 days 00:00:00.634271,0.19642139407335416,13,49,100,63,COMPLETE
62,15069.500444239791,2025-03-17 10:57:07.811454,2025-03-17 10:57:08.550228,0 days 00:00:00.738774,0.23769472366866948,14,47,100,63,COMPLETE
63,48330.563221628494,2025-03-17 10:57:08.550516,2025-03-17 10:57:08.594747,0 days 00:00:00.044231,0.13986247394020956,11,49,100,68,PRUNED
64,15613.582888115592,2025-03-17 10:57:08.594876,2025-03-17 10:57:08.816330,0 days 00:00:00.221454,0.18679993459125402,15,48,100,51,PRUNED
65,15537.138200576626,2025-03-17 10:57:08.816471,2025-03-17 10:57:09.082482,0 days 00:00:00.266011,0.1531811911717107,13,44,200,60,PRUNED
66,15181.336237654961,2025-03-17 10:57:09.082615,2025-03-17 10:57:10.937310,0 days 00:00:01.854695,0.2999994933933581,13,46,300,74,COMPLETE
67,49485.60195398302,2025-03-17 10:57:10.937636,2025-03-17 10:57:10.981511,0 days 00:00:00.043875,0.11611128702814226,12,49,200,65,PRUNED
68,14903.8182852113,2025-03-17 10:57:10.981639,2025-03-17 10:57:11.520590,0 days 00:00:00.538951,0.2287648984065527,10,47,100,71,COMPLETE
69,15066.435825634506,2025-03-17 10:57:11.520883,2025-03-17 10:57:12.912456,0 days 00:00:01.391573,0.23639264666019968,10,45,300,71,COMPLETE
70,15953.990813199423,2025-03-17 10:57:12.912790,2025-03-17 10:57:13.717871,0 days 00:00:00.805081,0.18383404712781448,9,40,200,77,PRUNED
71,48703.55258632197,2025-03-17 10:57:13.718082,2025-03-17 10:57:13.767919,0 days 00:00:00.049837,0.1320713469799753,11,48,100,66,PRUNED
72,15519.104317841382,2025-03-17 10:57:13.768052,2025-03-17 10:57:13.977967,0 days 00:00:00.209915,0.16489080800376255,10,47,100,54,PRUNED
73,15204.27086464499,2025-03-17 10:57:13.978109,2025-03-17 10:57:14.728214,0 days 00:00:00.750105,0.1926420441762431,14,43,100,74,COMPLETE
74,15675.233047618118,2025-03-17 10:57:14.728479,2025-03-17 10:57:14.913221,0 days 00:00:00.184742,0.22512470707434365,12,50,200,60,PRUNED
75,15409.800840014686,2025-03-17 10:57:14.913364,2025-03-17 10:57:15.544135,0 days 00:00:00.630771,0.2665444299057127,13,46,100,80,COMPLETE
76,50433.59304890182,2025-03-17 10:57:15.544441,2025-03-17 10:57:15.588602,0 days 00:00:00.044161,0.0970791861670317,14,47,300,21,PRUNED
77,15913.146276593316,2025-03-17 10:57:15.588733,2025-03-17 10:57:15.751572,0 days 00:00:00.162839,0.1758784782137428,9,49,200,68,PRUNED
78,15824.715531442334,2025-03-17 10:57:15.751758,2025-03-17 10:57:17.688027,0 days 00:00:01.936269,0.25839510515006386,11,44,400,52,COMPLETE
79,47915.54814155168,2025-03-17 10:57:17.688395,2025-03-17 10:57:17.733521,0 days 00:00:00.045126,0.14842680958265475,10,42,200,63,PRUNED
80,51555.27727370142,2025-03-17 10:57:17.733648,2025-03-17 10:57:17.781818,0 days 00:00:00.048170,0.0741374957846768,15,32,100,59,PRUNED
81,14955.093739409129,2025-03-17 10:57:17.781944,2025-03-17 10:57:18.980457,0 days 00:00:01.198513,0.19921078082734958,13,50,200,55,COMPLETE
82,14887.055155763772,2025-03-17 10:57:18.980772,2025-03-17 10:57:20.724044,0 days 00:00:01.743272,0.198329318638581,13,49,300,62,COMPLETE
83,15620.281564076962,2025-03-17 10:57:20.724386,2025-03-17 10:57:20.907529,0 days 00:00:00.183143,0.22160049103136337,13,49,400,64,PRUNED
84,14902.161762739115,2025-03-17 10:57:20.907676,2025-03-17 10:57:22.805508,0 days 00:00:01.897832,0.18993437001267668,14,50,300,46,COMPLETE
85,52998.3215440908,2025-03-17 10:57:22.805849,2025-03-17 10:57:22.850978,0 days 00:00:00.045129,0.0445605611895891,14,45,300,36,PRUNED
86,46577.06460813951,2025-03-17 10:57:22.851125,2025-03-17 10:57:22.900783,0 days 00:00:00.049658,0.17596770201372344,14,47,300,46,PRUNED
87,15326.305415063422,2025-03-17 10:57:22.900908,2025-03-17 10:57:24.938163,0 days 00:00:02.037255,0.27289894890011246,15,49,300,41,COMPLETE
88,17317.771485054855,2025-03-17 10:57:24.938506,2025-03-17 10:57:25.068777,0 days 00:00:00.130271,0.22706501523739003,14,10,400,44,PRUNED
89,47230.57118754127,2025-03-17 10:57:25.068918,2025-03-17 10:57:25.116184,0 days 00:00:00.047266,0.16241481836544025,12,47,400,67,PRUNED
90,15490.290666415178,2025-03-17 10:57:25.116311,2025-03-17 10:57:25.393824,0 days 00:00:00.277513,0.19197661037391997,15,26,300,72,PRUNED
91,18462.1883112553,2025-03-17 10:57:25.393960,2025-03-17 10:57:25.501043,0 days 00:00:00.107083,0.1944054431773423,13,50,200,55,PRUNED
92,14940.780340605605,2025-03-17 10:57:25.501186,2025-03-17 10:57:27.105213,0 days 00:00:01.604027,0.20742912343790096,13,48,300,61,COMPLETE
93,15706.483339284128,2025-03-17 10:57:27.105562,2025-03-17 10:57:27.251800,0 days 00:00:00.146238,0.2453949585759237,13,48,900,62,PRUNED
94,49391.3138350201,2025-03-17 10:57:27.251938,2025-03-17 10:57:27.297330,0 days 00:00:00.045392,0.11793301677999812,14,46,400,59,PRUNED
95,15987.451345437725,2025-03-17 10:57:27.297475,2025-03-17 10:57:27.419349,0 days 00:00:00.121874,0.21345041471950907,13,49,300,37,PRUNED
96,15098.019320553003,2025-03-17 10:57:27.419496,2025-03-17 10:57:28.982759,0 days 00:00:01.563263,0.28070377547184855,12,46,300,50,COMPLETE
97,48453.0976543712,2025-03-17 10:57:28.983145,2025-03-17 10:57:29.030181,0 days 00:00:00.047036,0.13722460185631763,14,48,300,69,PRUNED
98,15878.994873438205,2025-03-17 10:57:29.030327,2025-03-17 10:57:29.218562,0 days 00:00:00.188235,0.24967431117678193,8,29,200,61,PRUNED
99,15701.900145434929,2025-03-17 10:57:29.218704,2025-03-17 10:57:29.396107,0 days 00:00:00.177403,0.20937105266333295,11,45,400,66,PRUNED
