number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
28,15650.200718619075,2025-03-17 11:24:59.838818,2025-03-17 11:24:59.930971,0 days 00:00:00.092153,0.22077719050655265,6,43,400,80,PRUNED
29,51483.962478151174,2025-03-17 11:24:59.931097,2025-03-17 11:24:59.979263,0 days 00:00:00.048166,0.07388511443404104,10,34,600,65,PRUNED
30,17275.166806028843,2025-03-17 11:24:59.979392,2025-03-17 11:25:00.037612,0 days 00:00:00.058220,0.22726905797020455,4,47,500,85,PRUNED
31,46642.177312861066,2025-03-17 11:25:00.037744,2025-03-17 11:25:00.081948,0 days 00:00:00.044204,0.17471549517908097,15,44,400,93,PRUNED
32,45927.98914948925,2025-03-17 11:25:00.082070,2025-03-17 11:25:00.125905,0 days 00:00:00.043835,0.18935730232918244,12,38,300,86,PRUNED
33,48196.45850979067,2025-03-17 11:25:00.126026,2025-03-17 11:25:00.169844,0 days 00:00:00.043818,0.1425113793273254,10,48,400,78,PRUNED
34,15937.04807075106,2025-03-17 11:25:00.169969,2025-03-17 11:25:00.360768,0 days 00:00:00.190799,0.2259415896206615,13,24,300,70,PRUNED
35,15869.25506664109,2025-03-17 11:25:00.360898,2025-03-17 11:25:00.485134,0 days 00:00:00.124236,0.23576509348084265,8,43,500,60,PRUNED
36,49587.37057915154,2025-03-17 11:25:00.485272,2025-03-17 11:25:00.529587,0 days 00:00:00.044315,0.11449457177271431,11,32,800,91,PRUNED
37,47424.79452737121,2025-03-17 11:25:00.529715,2025-03-17 11:25:00.571071,0 days 00:00:00.041356,0.16213181219524794,4,39,200,82,PRUNED
38,16386.587912312334,2025-03-17 11:25:00.571254,2025-03-17 11:25:00.686488,0 days 00:00:00.115234,0.29713598591535423,7,17,100,71,PRUNED
39,53716.227158175134,2025-03-17 11:25:00.686626,2025-03-17 11:25:00.730909,0 days 00:00:00.044283,0.030098410693368535,9,36,400,98,PRUNED
40,52323.874739130486,2025-03-17 11:25:00.731039,2025-03-17 11:25:00.770314,0 days 00:00:00.039275,0.06234150437937871,3,48,600,22,PRUNED
41,15840.247273292192,2025-03-17 11:25:00.770429,2025-03-17 11:25:00.860917,0 days 00:00:00.090488,0.25440388209798287,6,50,400,77,PRUNED
42,45715.68262668547,2025-03-17 11:25:00.861063,2025-03-17 11:25:00.902915,0 days 00:00:00.041852,0.19462985189622564,7,50,300,75,PRUNED
43,14907.831746584416,2025-03-17 11:25:00.903053,2025-03-17 11:25:02.363779,0 days 00:00:01.460726,0.2546905293878091,9,46,400,86,COMPLETE
44,49312.85796141254,2025-03-17 11:25:02.364189,2025-03-17 11:25:02.406711,0 days 00:00:00.042522,0.11961155482023608,8,45,500,86,PRUNED
45,15687.74922241809,2025-03-17 11:25:02.406839,2025-03-17 11:25:02.580402,0 days 00:00:00.173563,0.25466173775331163,9,40,200,96,PRUNED
46,45581.91024647595,2025-03-17 11:25:02.580542,2025-03-17 11:25:02.627472,0 days 00:00:00.046930,0.19669817651593216,14,47,400,89,PRUNED
47,47676.29171455721,2025-03-17 11:25:02.627608,2025-03-17 11:25:02.672743,0 days 00:00:00.045135,0.15327304785162849,12,43,1000,81,PRUNED
48,15039.425945362775,2025-03-17 11:25:02.672869,2025-03-17 11:25:03.403172,0 days 00:00:00.730303,0.29724662943335717,9,48,200,49,COMPLETE
49,15280.472389616323,2025-03-17 11:25:03.403523,2025-03-17 11:25:04.104837,0 days 00:00:00.701314,0.29581019316313834,9,48,200,43,PRUNED
50,14923.35096903297,2025-03-17 11:25:04.105026,2025-03-17 11:25:04.917334,0 days 00:00:00.812308,0.2530361822972128,10,48,200,50,COMPLETE
51,15320.313077677578,2025-03-17 11:25:04.917689,2025-03-17 11:25:05.748779,0 days 00:00:00.831090,0.2671681341720719,10,46,200,52,COMPLETE
52,43340.40384995472,2025-03-17 11:25:05.749151,2025-03-17 11:25:05.790226,0 days 00:00:00.041075,0.24415069264822445,8,49,100,37,PRUNED
53,45106.54529827768,2025-03-17 11:25:05.790374,2025-03-17 11:25:05.831963,0 days 00:00:00.041589,0.2076166385824226,6,46,300,48,PRUNED
54,16452.5669438059,2025-03-17 11:25:05.832089,2025-03-17 11:25:05.896048,0 days 00:00:00.063959,0.255768263938255,5,49,200,54,PRUNED
55,16543.291159463603,2025-03-17 11:25:05.896192,2025-03-17 11:25:06.007990,0 days 00:00:00.111798,0.29482176264482585,9,10,300,47,PRUNED
56,46692.00115107726,2025-03-17 11:25:06.008125,2025-03-17 11:25:06.053847,0 days 00:00:00.045722,0.17374601191427527,11,41,200,63,PRUNED
57,15470.130243651654,2025-03-17 11:25:06.053971,2025-03-17 11:25:06.628602,0 days 00:00:00.574631,0.2547113292851084,13,44,100,32,COMPLETE
58,45220.14060749446,2025-03-17 11:25:06.628922,2025-03-17 11:25:06.672364,0 days 00:00:00.043442,0.2048154141372482,7,46,300,48,PRUNED
59,54462.72654741612,2025-03-17 11:25:06.672489,2025-03-17 11:25:06.715958,0 days 00:00:00.043469,0.015025370156617143,10,49,100,56,PRUNED
60,52876.939044181476,2025-03-17 11:25:06.716081,2025-03-17 11:25:06.760399,0 days 00:00:00.044318,0.04743647115402092,8,29,300,43,PRUNED
61,44478.129944638255,2025-03-17 11:25:06.760520,2025-03-17 11:25:06.804651,0 days 00:00:00.044131,0.21996900662799623,11,44,400,60,PRUNED
62,46163.64360614279,2025-03-17 11:25:06.804779,2025-03-17 11:25:06.849797,0 days 00:00:00.045018,0.18479529681394613,11,42,500,84,PRUNED
63,15275.683043283314,2025-03-17 11:25:06.849933,2025-03-17 11:25:08.451939,0 days 00:00:01.602006,0.268521022388604,10,47,400,93,COMPLETE
64,15626.314256019989,2025-03-17 11:25:08.452348,2025-03-17 11:25:08.573806,0 days 00:00:00.121458,0.2986812676730041,9,47,400,92,PRUNED
65,14920.81022335107,2025-03-17 11:25:08.573946,2025-03-17 11:25:09.755491,0 days 00:00:01.181545,0.26391699028595983,10,48,300,88,COMPLETE
66,43917.86095614432,2025-03-17 11:25:09.755870,2025-03-17 11:25:09.798977,0 days 00:00:00.043107,0.23289727689216191,6,49,300,88,PRUNED
67,47287.43915127954,2025-03-17 11:25:09.799102,2025-03-17 11:25:09.844124,0 days 00:00:00.045022,0.1613667960412877,12,45,200,79,PRUNED
68,44948.352041224,2025-03-17 11:25:09.844264,2025-03-17 11:25:09.884904,0 days 00:00:00.040640,0.2151098264877312,4,50,300,51,PRUNED
69,15392.55442775871,2025-03-17 11:25:09.885030,2025-03-17 11:25:10.046129,0 days 00:00:00.161099,0.27102761647269474,10,48,300,87,PRUNED
70,43685.54584984485,2025-03-17 11:25:10.046273,2025-03-17 11:25:10.093070,0 days 00:00:00.046797,0.23687530511151755,13,42,900,96,PRUNED
71,15134.44615769817,2025-03-17 11:25:10.093187,2025-03-17 11:25:11.689329,0 days 00:00:01.596142,0.2762770765188675,10,47,400,40,COMPLETE
72,15336.104586031626,2025-03-17 11:25:11.689788,2025-03-17 11:25:13.264785,0 days 00:00:01.574997,0.2671603912336,8,45,500,38,COMPLETE
73,43883.845789284074,2025-03-17 11:25:13.265239,2025-03-17 11:25:13.308475,0 days 00:00:00.043236,0.23240507997378942,9,46,400,45,PRUNED
74,15541.530270737823,2025-03-17 11:25:13.308604,2025-03-17 11:25:13.380375,0 days 00:00:00.071771,0.27600528250027,5,48,200,31,PRUNED
75,53665.86160296608,2025-03-17 11:25:13.380514,2025-03-17 11:25:13.423144,0 days 00:00:00.042630,0.03110835616353515,10,50,400,40,PRUNED
76,46242.51225534543,2025-03-17 11:25:13.423283,2025-03-17 11:25:13.466375,0 days 00:00:00.043092,0.18339724059546572,7,47,500,73,PRUNED
77,48299.841066012305,2025-03-17 11:25:13.466509,2025-03-17 11:25:13.513079,0 days 00:00:00.046570,0.14049595409476037,10,49,300,83,PRUNED
78,44670.801679392476,2025-03-17 11:25:13.513214,2025-03-17 11:25:13.563160,0 days 00:00:00.049946,0.20921837125299256,15,22,200,57,PRUNED
79,43248.04354151975,2025-03-17 11:25:13.563290,2025-03-17 11:25:13.608875,0 days 00:00:00.045585,0.2460289180461149,11,45,300,100,PRUNED
80,15570.530819474816,2025-03-17 11:25:13.609005,2025-03-17 11:25:13.750806,0 days 00:00:00.141801,0.2953551310826815,12,43,400,80,PRUNED
81,15168.418270206437,2025-03-17 11:25:13.750945,2025-03-17 11:25:15.192845,0 days 00:00:01.441900,0.2662859501071991,9,47,400,93,COMPLETE
82,43344.651002079474,2025-03-17 11:25:15.193273,2025-03-17 11:25:15.237539,0 days 00:00:00.044266,0.24384250684945546,9,48,400,85,PRUNED
83,44874.17992284932,2025-03-17 11:25:15.237671,2025-03-17 11:25:15.282405,0 days 00:00:00.044734,0.2115134732373777,8,47,500,88,PRUNED
84,16955.59979829804,2025-03-17 11:25:15.282534,2025-03-17 11:25:15.371543,0 days 00:00:00.089009,0.27678890755472996,9,50,600,90,PRUNED
85,45739.41326117542,2025-03-17 11:25:15.371688,2025-03-17 11:25:15.418492,0 days 00:00:00.046804,0.19438212175321065,6,44,400,95,PRUNED
86,14866.889247548324,2025-03-17 11:25:15.418627,2025-03-17 11:25:16.246529,0 days 00:00:00.827902,0.27526899899714946,7,46,300,77,COMPLETE
87,46970.897608910804,2025-03-17 11:25:16.246879,2025-03-17 11:25:16.290581,0 days 00:00:00.043702,0.1678263017699735,10,46,200,77,PRUNED
88,42951.82425762488,2025-03-17 11:25:16.290715,2025-03-17 11:25:16.335297,0 days 00:00:00.044582,0.2521502703230163,11,46,300,63,PRUNED
89,44288.4126877366,2025-03-17 11:25:16.335427,2025-03-17 11:25:16.380043,0 days 00:00:00.044616,0.22427200512463658,8,40,300,68,PRUNED
90,50456.780995976536,2025-03-17 11:25:16.380168,2025-03-17 11:25:16.423406,0 days 00:00:00.043238,0.09710846004374295,5,48,200,91,PRUNED
91,17875.879742774527,2025-03-17 11:25:16.423527,2025-03-17 11:25:16.524837,0 days 00:00:00.101310,0.2678573370861338,7,49,400,82,PRUNED
92,15380.91754183853,2025-03-17 11:25:16.524981,2025-03-17 11:25:16.653793,0 days 00:00:00.128812,0.2858262062764013,9,45,500,75,PRUNED
93,15123.0703338855,2025-03-17 11:25:16.653926,2025-03-17 11:25:17.152574,0 days 00:00:00.498648,0.298300127515069,7,49,700,85,PRUNED
94,43675.575777109334,2025-03-17 11:25:17.152765,2025-03-17 11:25:17.197072,0 days 00:00:00.044307,0.23793590987746657,6,47,300,50,PRUNED
95,42765.01883356195,2025-03-17 11:25:17.197205,2025-03-17 11:25:17.241753,0 days 00:00:00.044548,0.25623385907191204,9,44,100,73,PRUNED
96,51645.26582740118,2025-03-17 11:25:17.241879,2025-03-17 11:25:17.287495,0 days 00:00:00.045616,0.07196046343911695,8,48,400,81,PRUNED
97,44905.57460024043,2025-03-17 11:25:17.287616,2025-03-17 11:25:17.339968,0 days 00:00:00.052352,0.220198004993502,10,16,400,79,PRUNED
98,45600.91185462297,2025-03-17 11:25:17.340094,2025-03-17 11:25:17.386070,0 days 00:00:00.045976,0.1973675180448856,6,50,800,36,PRUNED
99,14823.722412761948,2025-03-17 11:25:17.386197,2025-03-17 11:25:18.524314,0 days 00:00:01.138117,0.27318825813864717,14,46,200,41,COMPLETE
