number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,state
37,0.25429424357259295,2025-03-18 19:42:06.645159,2025-03-18 19:42:32.342249,0 days 00:00:25.697090,0.12031334553903135,4,19,78,COMPLETE
38,0.24345112470231833,2025-03-18 19:42:32.342444,2025-03-18 19:43:57.991065,0 days 00:01:25.648621,0.04719937996821793,12,22,87,COMPLETE
39,0.2441462966379826,2025-03-18 19:43:57.991281,2025-03-18 19:45:30.194296,0 days 00:01:32.203015,0.08047910945079885,14,45,78,COMPLETE
40,0.24475309375394963,2025-03-18 19:45:30.194500,2025-03-18 19:46:55.344314,0 days 00:01:25.149814,0.20012722234309505,15,34,62,COMPLETE
41,0.23672670781078803,2025-03-18 19:46:55.344509,2025-03-18 19:48:25.090288,0 days 00:01:29.745779,0.09830974971966003,14,19,81,COMPLETE
42,0.23682371757139312,2025-03-18 19:48:25.090489,2025-03-18 19:49:52.555089,0 days 00:01:27.464600,0.12906186061732997,14,16,73,COMPLETE
43,0.2387331903067917,2025-03-18 19:49:52.555298,2025-03-18 19:51:24.252348,0 days 00:01:31.697050,0.13475501061531692,14,24,81,COMPLETE
44,0.23686409530117722,2025-03-18 19:51:24.252559,2025-03-18 19:52:39.554133,0 days 00:01:15.301574,0.13217251075534797,12,16,70,COMPLETE
45,0.2389677891877371,2025-03-18 19:52:39.554345,2025-03-18 19:53:48.707880,0 days 00:01:09.153535,0.16659792997334344,12,22,53,COMPLETE
46,0.24157671256049257,2025-03-18 19:53:48.708078,2025-03-18 19:54:53.557677,0 days 00:01:04.849599,0.12445717188456676,10,26,92,COMPLETE
47,0.2369521252234655,2025-03-18 19:54:53.557870,2025-03-18 19:56:12.266779,0 days 00:01:18.708909,0.14222376890769986,13,19,65,COMPLETE
48,0.23646052138127885,2025-03-18 19:56:12.266984,2025-03-18 19:57:40.509684,0 days 00:01:28.242700,0.09539249514529122,13,15,96,COMPLETE
49,0.2349313501776465,2025-03-18 19:57:40.509892,2025-03-18 19:59:19.359085,0 days 00:01:38.849193,0.09543776872305502,14,12,98,COMPLETE
50,0.23578723259873563,2025-03-18 19:59:19.359466,2025-03-18 20:00:49.215873,0 days 00:01:29.856407,0.09716856412633293,13,13,96,COMPLETE
51,0.23566861772757916,2025-03-18 20:00:49.216070,2025-03-18 20:02:20.268043,0 days 00:01:31.051973,0.09600205638333228,13,12,95,COMPLETE
52,0.23601974008780066,2025-03-18 20:02:20.268245,2025-03-18 20:03:52.683397,0 days 00:01:32.415152,0.09052995836310872,13,12,96,COMPLETE
53,0.2359629062474883,2025-03-18 20:03:52.683632,2025-03-18 20:05:24.311876,0 days 00:01:31.628244,0.09218310014582254,13,12,97,COMPLETE
54,0.2375170494708121,2025-03-18 20:05:24.312073,2025-03-18 20:06:42.452453,0 days 00:01:18.140380,0.09248201129997806,11,12,96,COMPLETE
55,0.2371986938904198,2025-03-18 20:06:42.452672,2025-03-18 20:08:17.325061,0 days 00:01:34.872389,0.07048478777693902,13,12,100,COMPLETE
56,0.23709886454868676,2025-03-18 20:08:17.325273,2025-03-18 20:09:41.482200,0 days 00:01:24.156927,0.08870324200112475,12,14,97,COMPLETE
57,0.23704284809875995,2025-03-18 20:09:41.482406,2025-03-18 20:10:51.289313,0 days 00:01:09.806907,0.11454544643748167,10,11,95,COMPLETE
58,0.2387370842980177,2025-03-18 20:10:51.289530,2025-03-18 20:12:24.551081,0 days 00:01:33.261551,0.06123658436936752,13,14,88,COMPLETE
59,0.24540645923385873,2025-03-18 20:12:24.551279,2025-03-18 20:13:39.521802,0 days 00:01:14.970523,0.1613724812815887,11,40,99,COMPLETE
60,0.23754393740406127,2025-03-18 20:13:39.522006,2025-03-18 20:15:06.093174,0 days 00:01:26.571168,0.07451525244272438,12,11,90,COMPLETE
61,0.2361474669715955,2025-03-18 20:15:06.093375,2025-03-18 20:16:34.251584,0 days 00:01:28.158209,0.10591553519471532,13,15,94,COMPLETE
62,0.23600723423925601,2025-03-18 20:16:34.251789,2025-03-18 20:18:05.202995,0 days 00:01:30.951206,0.08932618342337864,13,12,95,COMPLETE
63,0.23657526251465555,2025-03-18 20:18:05.203200,2025-03-18 20:19:37.201979,0 days 00:01:31.998779,0.08287796321963405,13,12,93,COMPLETE
64,0.2433492840833198,2025-03-18 20:19:37.202179,2025-03-18 20:20:16.400201,0 days 00:00:39.198022,0.11290435034469362,6,10,86,COMPLETE
65,0.23846128479495826,2025-03-18 20:20:16.400401,2025-03-18 20:21:50.658831,0 days 00:01:34.258430,0.06451759620675117,13,15,100,COMPLETE
66,0.2371475572230052,2025-03-18 20:21:50.659037,2025-03-18 20:23:09.870901,0 days 00:01:19.211864,0.14918456184833628,12,17,91,COMPLETE
67,0.23774885918155153,2025-03-18 20:23:09.871104,2025-03-18 20:24:27.949960,0 days 00:01:18.078856,0.0900233742705873,11,12,94,COMPLETE
68,0.2372923730735612,2025-03-18 20:24:27.950182,2025-03-18 20:25:59.959278,0 days 00:01:32.009096,0.07559171105766387,13,13,97,COMPLETE
69,0.23425592412727445,2025-03-18 20:25:59.959525,2025-03-18 20:27:34.331409,0 days 00:01:34.371884,0.10993580012606237,14,11,89,COMPLETE
70,0.2363643343911464,2025-03-18 20:27:34.331622,2025-03-18 20:29:07.568570,0 days 00:01:33.236948,0.19605393973057098,14,11,89,COMPLETE
71,0.23550163502770988,2025-03-18 20:29:07.569052,2025-03-18 20:30:46.765122,0 days 00:01:39.196070,0.10753720398538255,14,14,98,COMPLETE
72,0.23492675564192944,2025-03-18 20:30:46.765399,2025-03-18 20:32:23.918567,0 days 00:01:37.153168,0.11666720836907525,14,13,98,COMPLETE
73,0.23424805019128964,2025-03-18 20:32:23.919041,2025-03-18 20:34:01.059067,0 days 00:01:37.140026,0.11886740138364696,14,10,100,COMPLETE
74,0.23401998147312703,2025-03-18 20:34:01.059264,2025-03-18 20:35:44.741707,0 days 00:01:43.682443,0.11814136502675109,14,10,98,COMPLETE
75,0.2389041075404547,2025-03-18 20:35:44.741914,2025-03-18 20:37:23.355649,0 days 00:01:38.613735,0.23336517461725323,15,10,100,COMPLETE
76,0.23503542148856868,2025-03-18 20:37:23.355857,2025-03-18 20:39:04.637635,0 days 00:01:41.281778,0.12053194093553682,15,14,98,COMPLETE
77,0.23473586497558344,2025-03-18 20:39:04.637901,2025-03-18 20:40:43.528672,0 days 00:01:38.890771,0.12015280976595002,15,14,91,COMPLETE
78,0.2365104098915581,2025-03-18 20:40:43.528885,2025-03-18 20:42:20.299263,0 days 00:01:36.770378,0.17365349587778794,15,14,91,COMPLETE
79,0.23688220463962137,2025-03-18 20:42:20.299470,2025-03-18 20:43:55.443793,0 days 00:01:35.144323,0.14728966815717948,15,17,84,COMPLETE
80,0.2337815215076322,2025-03-18 20:43:55.444098,2025-03-18 20:45:37.331057,0 days 00:01:41.886959,0.12124372856208876,15,10,98,COMPLETE
81,0.23341415242490265,2025-03-18 20:45:37.331255,2025-03-18 20:47:19.640677,0 days 00:01:42.309422,0.11981803960621287,15,10,98,COMPLETE
82,0.23382500841214462,2025-03-18 20:47:19.640886,2025-03-18 20:49:02.260640,0 days 00:01:42.619754,0.12208646024377193,15,10,100,COMPLETE
83,0.23399885910011933,2025-03-18 20:49:02.260855,2025-03-18 20:50:45.329104,0 days 00:01:43.068249,0.13436158489274402,15,10,100,COMPLETE
84,0.23523229028580556,2025-03-18 20:50:45.329376,2025-03-18 20:52:27.179343,0 days 00:01:41.849967,0.17862677328156454,15,10,100,COMPLETE
85,0.23367152789240714,2025-03-18 20:52:27.179561,2025-03-18 20:54:06.733536,0 days 00:01:39.553975,0.13878324721666105,15,10,88,COMPLETE
86,0.23764290336291052,2025-03-18 20:54:06.733752,2025-03-18 20:55:45.406041,0 days 00:01:38.672289,0.2227143514237648,15,10,88,COMPLETE
87,0.23474304414844224,2025-03-18 20:55:45.406470,2025-03-18 20:57:23.477451,0 days 00:01:38.070981,0.15525653441195977,15,11,92,COMPLETE
88,0.233601572519067,2025-03-18 20:57:23.477663,2025-03-18 20:59:06.068437,0 days 00:01:42.590774,0.13279220267183012,15,10,93,COMPLETE
89,0.2342241589478134,2025-03-18 20:59:06.068699,2025-03-18 21:00:41.350280,0 days 00:01:35.281581,0.13633881211620058,14,10,85,COMPLETE
90,0.2333724312783625,2025-03-18 21:00:41.350505,2025-03-18 21:01:52.053302,0 days 00:01:10.702797,0.1381789269427622,15,10,34,COMPLETE
91,0.23342769889000042,2025-03-18 21:01:52.053588,2025-03-18 21:03:01.568438,0 days 00:01:09.514850,0.1386002215942203,15,10,36,COMPLETE
92,0.23440929143954398,2025-03-18 21:03:01.568913,2025-03-18 21:04:04.495645,0 days 00:01:02.926732,0.14119905562917198,15,11,31,COMPLETE
93,0.2334224818628837,2025-03-18 21:04:04.495854,2025-03-18 21:05:11.827150,0 days 00:01:07.331296,0.13136216284648466,15,10,35,COMPLETE
94,0.2450689860902516,2025-03-18 21:05:11.827373,2025-03-18 21:06:18.694661,0 days 00:01:06.867288,0.13133795931109446,15,46,38,COMPLETE
95,0.23413319724286544,2025-03-18 21:06:18.694990,2025-03-18 21:07:33.055920,0 days 00:01:14.360930,0.15712921355102993,15,11,42,COMPLETE
96,0.23379376272674746,2025-03-18 21:07:33.056231,2025-03-18 21:08:39.413105,0 days 00:01:06.356874,0.17522842118737822,15,10,35,COMPLETE
97,0.24108223439437246,2025-03-18 21:08:39.413317,2025-03-18 21:09:43.547142,0 days 00:01:04.133825,0.29036536848879024,15,13,36,COMPLETE
98,0.26298437979326583,2025-03-18 21:09:43.547386,2025-03-18 21:10:04.663881,0 days 00:00:21.116495,0.18473658245320085,3,50,27,COMPLETE
99,0.23564891439149424,2025-03-18 21:10:04.664090,2025-03-18 21:11:16.934669,0 days 00:01:12.270579,0.20324035693031806,15,11,42,COMPLETE
